"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"MDR","MEDADVISOR LIMITED","2011-05-26","Health Care Equipment & Services",74254038
"MDX","MINDAX LIMITED","2004-12-08","Materials","N/A"
"MEA","MCGRATH LIMITED","2015-12-07","Real Estate",60478061
"MEB","MEDIBIO LIMITED","2001-01-29","Health Care Equipment & Services",9587960
"MEC","MORPHIC ETHICAL EQUITIES FUND LIMITED","2017-05-03","Diversified Financials",53231448
"MEG","MEGADO GOLD LIMITED","2020-10-27","Materials",9652500
"MEI","METEORIC RESOURCES NL","2004-07-16","Materials",19841866
"MEK","MEEKA GOLD LIMITED","1999-12-21","Materials",52461960
"MEL","METGASCO LTD","2004-12-23","Energy",22320064
"MEM","MEMPHASYS LIMITED.","2007-05-14","Pharmaceuticals, Biotechnology & Life Sciences",30894955
"MEU","MARMOTA LIMITED","2007-11-21","Energy",68605692
"MEZ","MERIDIAN ENERGY LIMITED","2013-10-29","Utilities",10568015619
"MFB","MY FOOD BAG GROUP LIMITED","2021-03-05","Retailing",189101269
"MFD","MAYFIELD CHILDCARE LIMITED","2016-11-30","Consumer Services",91140155
"MFF","MFF CAPITAL INVESTMENTS LIMITED","2006-12-19","Not Applic",1414142689
"MFG","MAGELLAN FINANCIAL GROUP LIMITED","2004-07-01","Diversified Financials",2685449629
"MGA","METALSGROVE MINING LTD",,"Class Pend",0
"MGF","MAGELLAN GLOBAL FUND.","2020-11-30","Not Applic",2218421680
"MGG","ESPORTS MOGUL LIMITED","2011-10-19","Media & Entertainment",11287801
"MGH","MAAS GROUP HOLDINGS LIMITED","2020-12-04","Capital Goods",1346341386
"MGL","MAGONTEC LIMITED","1983-07-07","Materials",31458976
"MGR","MIRVAC GROUP","1999-06-16","Real Estate",8595891122
"MGT","MAGNETITE MINES LIMITED.","2006-04-06","Materials",102375799
"MGU","MAGNUM MINING AND EXPLORATION LIMITED","1987-04-23","Materials",29130765
"MGV","MUSGRAVE MINERALS LIMITED","2011-04-29","Materials",158466020
"MGX","MOUNT GIBSON IRON LIMITED","1976-02-12","Materials",817133422
"MHC","MANHATTAN CORPORATION LIMITED","2008-01-29","Energy",16789066
"MHI","MERCHANT HOUSE INTERNATIONAL LIMITED","1994-10-31","Consumer Durables & Apparel",5090391
"MHJ","MICHAEL HILL INTERNATIONAL LIMITED","2016-07-07","Retailing",396051081
"MHK","METAL HAWK LIMITED.","2020-11-19","Materials",13378041
"MI6","MINERALS 260 LIMITED","2021-10-12","Materials",96800000
"MIH","MNC MEDIA INVESTMENT LTD","2013-09-13","Media & Entertainment","N/A"
"MIL","MILLENNIUM SERVICES GROUP LIMITED","2015-11-19","Commercial & Professional Services",17178456
"MIN","MINERAL RESOURCES LIMITED","2006-07-28","Materials",11393700299
"MIO","MACARTHUR MINERALS LIMITED","2019-12-06","Materials",54019918
"MIR","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",604623996
"MIRNB","MIRRABOOKA INVESTMENTS LIMITED","2001-06-28","Not Applic",604623996
"MKG","MAKO GOLD LIMITED","2018-04-16","Materials",32108295
"MKL","MIGHTY KINGDOM LIMITED","2021-04-21","Media & Entertainment",11852437
"MKR","MANUKA RESOURCES LTD.","2020-07-14","Materials",60064280
"MLD","MACA LIMITED","2010-11-03","Materials",261408797
"MLG","MLG OZ LIMITED","2021-05-04","Materials",85944806
"MLM","METALLICA MINERALS LIMITED","2004-11-23","Materials",21309644
"MLS","METALS AUSTRALIA LTD","1986-01-23","Materials",38715218
"MLSN","METALS AUSTRALIA LTD","1986-01-23","Materials",38715218
"MLX","METALS X LIMITED","2004-08-26","Materials",449096703
"MM1","MIDAS MINERALS LTD","2021-09-07","Materials",20792569
"MM8","MEDALLION METALS LIMITED.","2021-03-22","Materials",45964147
"MMA","MARONAN METALS LIMITED","2022-04-29","Materials",54750000
"MMC","MITRE MINING CORPORATION LIMITED","2021-09-30","Materials",4959015
"MME","MONEYME LIMITED","2019-12-12","Diversified Financials",279470491
"MMG","MONGER GOLD LTD","2021-07-06","Materials",8540000
"MMI","METRO MINING LIMITED","2009-12-04","Materials",62764164
"MMM","MARLEY SPOON AG","2018-07-02","Consumer Services",99265720
"MMR","MEC RESOURCES LIMITED","2006-05-29","Energy","N/A"
"MMS","MCMILLAN SHAKESPEARE LIMITED","2004-03-15","Commercial & Professional Services",880596998
"MNB","MINBOS RESOURCES LIMITED","2010-10-18","Materials",76220395
"MND","MONADELPHOUS GROUP LIMITED","1991-03-28","Capital Goods",1011689927
"MNS","MAGNIS ENERGY TECHNOLOGIES LTD","2005-10-25","Materials",376929278
"MNY","MONEY3 CORPORATION LIMITED","2006-10-19","Diversified Financials",476691479
"MOB","MOBILICOM LIMITED","2017-05-02","Technology Hardware & Equipment",13521342
"MOH","MOHO RESOURCES LIMITED","2018-11-07","Materials",5075019
"MOQ","MOQ LIMITED","2000-12-19","Software & Services",15826635
"MOT","METRICS INCOME OPPORTUNITIES TRUST","2019-04-29","Not Applic",566915804
"MOV","MOVE LOGISTICS GROUP LIMITED",,"Transportation",0
"MOZ","MOSAIC BRANDS LIMITED","2000-05-11","Retailing",49478948
"MP1","MEGAPORT LIMITED","2015-12-17","Software & Services",1105643112
"MPA","MAD PAWS HOLDINGS LIMITED","2021-03-26","Retailing",52401442
"MPG","MANY PEAKS GOLD LIMITED","2022-03-16","Materials",15470000
"MPL","MEDIBANK PRIVATE LIMITED","2014-11-25","Insurance",8702650238
"MPP","METRO PERFORMANCE GLASS LIMITED","2014-07-30","Capital Goods",44490741
"MPR","MPOWER GROUP LIMITED","1974-01-01","Diversified Financials",5997239
"MPX","MUSTERA PROPERTY GROUP LIMITED","2014-11-28","Real Estate",42549364
"MQG","MACQUARIE GROUP LIMITED","2007-11-05","Diversified Financials",68216386335
"MQR","MARQUEE RESOURCES LIMITED","2017-03-15","Materials",31194849
"MR1","MONTEM RESOURCES LIMITED.","2020-09-15","Materials",8489652
"MRC","MINERAL COMMODITIES LTD","1981-08-14","Materials",56174017
"MRD","MOUNT RIDLEY MINES LIMITED","2004-09-15","Materials",40947866
"MRG","MURRAY RIVER ORGANICS GROUP LIMITED","2016-12-16","Food, Beverage & Tobacco",10808210
"MRI","MY REWARDS INTERNATIONAL LIMITED","2022-02-11","Commercial & Professional Services",12930242
"MRL","MAYUR RESOURCES LIMITED","2017-09-21","Materials",28841153
"MRM","MMA OFFSHORE LIMITED","1999-06-21","Energy",213800300
"MRQ","MRG METALS LIMITED","2011-06-08","Materials",13976469
"MRR","MINREX RESOURCES LIMITED","2011-11-11","Materials",53461922
"MRZ","MONT ROYAL RESOURCES LIMITED","2019-05-07","Materials",21786684
"MSB","MESOBLAST LIMITED","2004-12-16","Pharmaceuticals, Biotechnology & Life Sciences",630940914
"MSG","MCS SERVICES LIMITED","2012-01-17","Commercial & Professional Services",7558982
"MSI","MULTISTACK INTERNATIONAL LIMITED","1993-02-11","Capital Goods",4089118
"MSL","MSL SOLUTIONS LIMITED.","2017-05-04","Software & Services",60104438
"MSV","MITCHELL SERVICES LIMITED","2011-08-02","Materials",67484672
"MTB","MOUNT BURGESS MINING NL","1985-09-05","Materials",4555027
"MTC","METALSTECH LIMITED","2017-02-24","Materials",72499097
"MTH","MITHRIL RESOURCES LIMITED","2002-11-18","Materials",20441631
"MTM","MT MONGER RESOURCES LIMITED","2021-07-15","Materials",7285205
"MTO","MOTORCYCLE HOLDINGS LIMITED","2016-04-29","Retailing",143776634
"MTR","METAL TIGER PLC","2021-05-27","Materials",55909780
"MTS","METCASH LIMITED","2005-04-08","Food & Staples Retailing",4103551809
"MVF","MONASH IVF GROUP LIMITED","2014-06-26","Health Care Equipment & Services",413012930
"MVL","MARVEL GOLD LIMITED","2016-06-14","Materials",27468455
"MVP","MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","2003-12-15","Pharmaceuticals, Biotechnology & Life Sciences",193949755
"MWY","MIDWAY LIMITED","2016-12-08","Materials",84279454
"MX1","MICRO-X LIMITED","2015-12-22","Health Care Equipment & Services",80754497
"MXC","MGC PHARMACEUTICALS LTD","2006-12-21","Pharmaceuticals, Biotechnology & Life Sciences",54565877
"MXI","MAXIPARTS LIMITED","1994-12-07","Capital Goods",92424115
"MXO","MOTIO LTD","2011-05-09","Media & Entertainment",12314568
"MXR","MAXIMUS RESOURCES LIMITED","2005-10-26","Materials",20981781
"MXT","METRICS MASTER INCOME TRUST","2017-10-09","Not Applic",1594526294
"MYD","MYDEAL.COM.AU LIMITED","2020-10-22","Retailing",261415579
"MYE","METAROCK GROUP LIMITED","2010-05-07","Materials",72045901
"MYG","MAYFIELD GROUP HOLDINGS LIMITED","1986-10-30","Capital Goods",32610922
"MYL","MALLEE RESOURCES LIMITED","2007-12-03","Materials","N/A"
"MYR","MYER HOLDINGS LIMITED","2009-11-02","Retailing",344937102
"MYS","MYSTATE LIMITED","2009-09-10","Banks",497753223
"MYX","MAYNE PHARMA GROUP LIMITED","2007-06-29","Pharmaceuticals, Biotechnology & Life Sciences",520628023
"MZZ","MATADOR MINING LIMITED","2017-03-08","Materials",42416303
"N1H","N1 HOLDINGS LIMITED","2016-03-18","Banks",17311115
"NAB","NATIONAL AUSTRALIA BANK LIMITED","1962-01-31","Banks",101335961070
"NAC","NAOS EX-50 OPPORTUNITIES COMPANY LIMITED","2014-11-12","Not Applic",42357103
"NAE","NEW AGE EXPLORATION LIMITED","1994-02-18","Energy",14358989
"NAG","NAGAMBIE RESOURCES LIMITED","2006-06-23","Materials",24631016
"NAM","NAMOI COTTON LIMITED","1998-04-06","Commercial & Professional Services",86973590
"NAN","NANOSONICS LIMITED","2007-05-17","Health Care Equipment & Services",1101691114
"NBI","NB GLOBAL CORPORATE INCOME TRUST","2018-09-26","Not Applic",639513602
"NC1","NICO RESOURCES LIMITED","2022-01-19","Materials",113295002
"NC6","NANOLLOSE LIMITED","2017-10-18","Pharmaceuticals, Biotechnology & Life Sciences",13846432
"NCC","NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","2013-02-26","Not Applic",73317578
"NCK","NICK SCALI LIMITED","2004-05-26","Retailing",711990000
"NCL","NETCCENTRIC LIMITED","2015-07-06","Media & Entertainment",21508886
"NCM","NEWCREST MINING LIMITED","1987-06-04","Materials",22006556806
"NCR","NUCOAL RESOURCES LIMITED","1996-05-31","Materials",8454736
"NCZ","NEW CENTURY RESOURCES LIMITED","2010-12-08","Materials",296039011
"NEA","NEARMAP LTD","2000-12-07","Software & Services",576426190
"NEC","NINE ENTERTAINMENT CO. HOLDINGS LIMITED","2013-12-06","Media & Entertainment",3888296617
"NES","NELSON RESOURCES LIMITED.","2017-12-07","Materials",5591646
"NET","NETLINKZ LIMITED","2011-01-13","Software & Services",169827305
"NEU","NEUREN PHARMACEUTICALS LIMITED","2005-02-03","Pharmaceuticals, Biotechnology & Life Sciences",444931582
"NEW","NEW ENERGY SOLAR LIMITED","2017-12-04","Utilities",251661569
"NFL","NORFOLK METALS LIMITED","2022-03-22","Materials",5115000
"NGE","NGE CAPITAL LIMITED","2007-12-28","Not Applic",28491370
"NGI","NAVIGATOR GLOBAL INVESTMENTS LIMITED","2006-04-28","Diversified Financials",346467256
"NGS","NUTRITIONAL GROWTH SOLUTIONS LTD","2020-10-30","Household & Personal Products",16106506
"NGY","NUENERGY GAS LIMITED","1987-01-15","Energy",35542932
"NHC","NEW HOPE CORPORATION LIMITED","2003-09-16","Energy",3146309770
"NHE","NOBLE HELIUM LIMITED","2022-04-08","Energy",37547839
"NHF","NIB HOLDINGS LIMITED","2007-11-05","Insurance",3337691671
"NIC","NICKEL MINES LIMITED","2018-08-20","Materials",3345810034
"NIM","NIMY RESOURCES LIMITED","2021-11-22","Materials",56024016
"NIS","NICKELSEARCH LIMITED","2021-10-18","Materials",16129923
"NKL","NICKELX LIMITED","2021-05-07","Materials",12034507
"NME","NEX METALS EXPLORATION LIMITED","2007-12-06","Materials",8544756
"NML","NAVARRE MINERALS LIMITED","2011-03-31","Materials",109173772
"NMR","NATIVE MINERAL RESOURCES HOLDINGS LIMITED","2020-11-16","Materials",16851835
"NMT","NEOMETALS LTD","2002-07-10","Materials",704663669
"NNG","NEXION GROUP LTD","2021-02-18","Software & Services",8608224
"NNL","NORDIC NICKEL LIMITED",,"Materials",0
"NOL","NOBLEOAK LIFE LIMITED","2021-07-22","Insurance",183473255
"NOR","NORWOOD SYSTEMS LIMITED","1995-06-27","Software & Services",4165585
"NOU","NOUMI LIMITED","1985-11-07","Food, Beverage & Tobacco",52650771
"NOV","NOVATTI GROUP LIMITED","2016-01-18","Software & Services",77118430
"NOX","NOXOPHARM LIMITED","2016-08-09","Pharmaceuticals, Biotechnology & Life Sciences",67214729
"NPM","NEWPEAK METALS LIMITED","2011-04-11","Materials",8862850
"NPR","NEWMARK PROPERTY REIT","2021-12-06","Real Estate",295178483
"NRX","NORONEX LIMITED","2017-11-15","Materials",9595151
"NRZ","NEURIZER LTD","2005-03-17","Energy",166872575
"NSB","NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD","2018-07-27","Pharmaceuticals, Biotechnology & Life Sciences",30129045
"NSC","NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED","2004-03-25","Not Applic",112933982
"NSE","NEW STANDARD ENERGY LIMITED","2007-08-15","Energy","N/A"
"NSM","NORTH STAWELL MINERALS LTD","2020-09-24","Materials",26427940
"NSR","NATIONAL STORAGE REIT","2013-12-19","Real Estate",2809421026
"NST","NORTHERN STAR RESOURCES LTD","2003-12-17","Materials",10253110754
"NSX","NSX LIMITED","2005-01-13","Diversified Financials",14413267
"NTD","NATIONAL TYRE & WHEEL LIMITED","2017-12-15","Retailing",135234402
"NTI","NEUROTECH INTERNATIONAL LIMITED","2016-11-04","Health Care Equipment & Services",39071151
"NTL","NEW TALISMAN GOLD MINES LIMITED","1987-05-28","Materials",6254451
"NTO","NITRO SOFTWARE LIMITED","2019-12-11","Software & Services",316995578
"NTU","NORTHERN MINERALS LIMITED","2006-11-15","Materials",204285887
"NUC","NUCHEV LIMITED","2019-12-09","Food, Beverage & Tobacco",14229709
"NUF","NUFARM LIMITED","1988-11-10","Materials",2025502101
"NUH","NUHEARA LIMITED","2010-03-05","Technology Hardware & Equipment",12535243
"NVA","NOVA MINERALS LIMITED","1987-06-11","Materials",114428451
"NVU","NANOVEU LIMITED","2018-11-30","Technology Hardware & Equipment",3115784
"NVX","NOVONIX LIMITED","2015-12-02","Technology Hardware & Equipment",1817130870
"NWC","NEW WORLD RESOURCES LIMITED","2005-09-21","Materials",63876113
"NWE","NORWEST ENERGY NL","1997-09-19","Energy",228057821
"NWF","NEWFIELD RESOURCES LIMITED","2012-06-08","Materials",311957034
"NWH","NRW HOLDINGS LIMITED","2007-09-05","Capital Goods",898387060
"NWL","NETWEALTH GROUP LIMITED","2017-11-20","Diversified Financials",3035469372
"NWM","NORWEST MINERALS LIMITED","2018-11-29","Materials",8307940
"NWS","NEWS CORPORATION..","2013-06-19","Media & Entertainment",13977696685
"NWSLV","NEWS CORPORATION..","2013-06-19","Media & Entertainment",13977696685
"NXG","NEXGEN ENERGY (CANADA) LTD","2021-07-02","Energy",3115871844
"NXL","NUIX LIMITED","2020-12-04","Software & Services",307795350
"NXM","NEXUS MINERALS LIMITED","2007-02-23","Materials",78212393
"NXS","NEXT SCIENCE LIMITED","2019-04-18","Health Care Equipment & Services",177742107
"NXT","NEXTDC LIMITED","2010-12-13","Software & Services",4927450077
"NYM","NARRYER METALS LIMITED","2022-04-14","Materials",9034500
"NYR","NYRADA INC.","2020-01-16","Pharmaceuticals, Biotechnology & Life Sciences",24961392
"NZK","NEW ZEALAND KING SALMON INVESTMENTS LIMITED","2016-10-19","Food, Beverage & Tobacco",97461848
"NZM","NZME LIMITED","2016-06-27","Media & Entertainment",232274488
"NZO","NEW ZEALAND OIL & GAS LIMITED","2020-09-25","Energy",67139487
"NZS","NEW ZEALAND COASTAL SEAFOODS LIMITED","2007-06-19","Food, Beverage & Tobacco",4108020
"OAK","OAKRIDGE INTERNATIONAL LIMITED","2007-06-22","Software & Services",2063481
"OAR","OAR RESOURCES LIMITED","1998-12-17","Materials",15151953
"OAU","ORA GOLD LIMITED","2001-03-22","Materials",10806901
"OBL","OMNI BRIDGEWAY LIMITED","2000-01-28","Diversified Financials",913374878
"OBM","ORA BANDA MINING LTD","2002-10-29","Materials",50837530
"OCA","OCEANIA HEALTHCARE LIMITED","2017-05-05","Health Care Equipment & Services",667000067
"OCC","ORTHOCELL LIMITED","2014-08-12","Pharmaceuticals, Biotechnology & Life Sciences",71951688
"OCL","OBJECTIVE CORPORATION LIMITED","2000-08-17","Software & Services",1450357655
"OCN","OCEANA LITHIUM LIMITED",,"Materials",0
"OD6","OD6 METALS LIMITED",,"Class Pend",0
"ODA","ORCODA LIMITED","1986-09-15","Software & Services",16597742
"ODE","ODESSA MINERALS LIMITED","1986-07-03","Materials",13202523
"ODM","ODIN METALS LIMITED","2010-08-05","Materials",7927854
"ODY","ODYSSEY GOLD LTD","2005-11-30","Materials",29396662
"OEC","ORBITAL CORPORATION LIMITED","1989-01-24","Capital Goods",26389041
"OEL","OTTO ENERGY LIMITED","2004-12-22","Energy",67130137
"OEQ","ORION EQUITIES LIMITED","1970-11-19","Diversified Financials",5477230
"OEX","OILEX LTD","2003-10-24","Energy",21503372
"OFX","OFX GROUP LIMITED","2013-10-11","Diversified Financials",599519155
"OGC","OCEANAGOLD CORPORATION","2007-06-19","Materials",2294469611
"OIL","OPTISCAN IMAGING LIMITED","1997-08-08","Health Care Equipment & Services",83590056
"OKJ","OAKAJEE CORPORATION LIMITED","2008-06-11","Materials",3932179
"OKR","OKAPI RESOURCES LIMITED","2017-09-28","Materials",26942010
"OKU","OKLO RESOURCES LIMITED","2007-05-16","Materials",38341732
"OLH","OLDFIELDS HOLDINGS LIMITED","1960-06-15","Capital Goods",8385326
"OLI","OLIVER'S REAL FOOD LIMITED","2017-06-21","Consumer Services","N/A"
"OLL","OPENLEARNING LIMITED","2019-12-12","Software & Services",8789760
"OLY","OLYMPIO METALS LIMITED","2017-09-12","Commercial & Professional Services",10198315
"OM1","OMNIA METALS GROUP LTD","2022-03-02","Materials",5644500
"OMH","OM HOLDINGS LIMITED","1998-03-12","Materials",631522953
"OML","OOH!MEDIA LIMITED","2014-12-17","Media & Entertainment",838104222
"OMX","ORANGE MINERALS NL","2021-12-08","Materials",11478600
"ONE","ONEVIEW HEALTHCARE PLC","2016-03-17","Health Care Equipment & Services",124451881
"OOK","OOKAMI LIMITED","2000-02-21","Materials",8180400
"OPH","OPHIR HIGH CONVICTION FUND","2018-12-19","Not Applic",575772729
"OPL","OPYL LIMITED","1996-03-07","Software & Services",3698206
"OPN","OPENN NEGOTIATION LIMITED","2021-07-21","Commercial & Professional Services",39726155
"OPT","OPTHEA LIMITED","1991-04-18","Pharmaceuticals, Biotechnology & Life Sciences",462800153
"OPY","OPENPAY GROUP LTD","2019-12-16","Diversified Financials",32182941
"ORA","ORORA LIMITED","2013-12-18","Materials",3260309484
"ORG","ORIGIN ENERGY LIMITED","1961-07-13","Energy",11852950508
"ORI","ORICA LIMITED","1961-11-28","Materials",6639416317
"ORM","ORION METALS LIMITED","2007-01-03","Materials",16352923
"ORN","ORION MINERALS LTD","2003-10-31","Materials",105169078
"ORR","ORECORP LIMITED","2011-08-04","Materials",221443645
"OSL","ONCOSIL MEDICAL LTD","2005-08-15","Pharmaceuticals, Biotechnology & Life Sciences",47106538
"OSM","OSMOND RESOURCES LIMITED","2022-04-22","Materials",10904669
"OSP","OSPREY MEDICAL INC","2012-05-02","Health Care Equipment & Services","N/A"
"OSX","OSTEOPORE LIMITED","2019-09-23","Health Care Equipment & Services",19349259
"OVN","OVENTUS MEDICAL LIMITED","2016-07-19","Health Care Equipment & Services",4351078
"OVT","OVATO LIMITED","1992-02-13","Commercial & Professional Services",15809801
"OXT","OREXPLORE TECHNOLOGIES LIMITED","2022-01-21","Class Pend",7256494
"OXX","OCTANEX LIMITED","2009-11-06","Energy",5179554
"OZL","OZ MINERALS LIMITED","1970-01-01","Materials",7732610401
"OZM","OZAURUM RESOURCES LIMITED","2021-02-08","Materials",20610000
"OZZ","OZZ RESOURCES LIMITED","2021-07-05","Materials",4621453
"PAA","PHARMAUST LIMITED","2001-10-05","Pharmaceuticals, Biotechnology & Life Sciences",28205202
"PAB","PATRYS LIMITED","2007-07-13","Pharmaceuticals, Biotechnology & Life Sciences",45253995
"PAC","PACIFIC CURRENT GROUP LIMITED","1987-09-25","Diversified Financials",373904475
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","2015-09-21","Not Applic",305483697
"PAK","PACIFIC AMERICAN HOLDINGS LIMITED","2007-12-20","Materials",6212406
"PAL","PALLA PHARMA LIMITED","2015-08-13","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"PAM","PAN ASIA METALS LIMITED","2020-10-08","Materials",70365116
"PAN","PANORAMIC RESOURCES LIMITED","2001-09-14","Materials",564001351
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","2015-08-19","Pharmaceuticals, Biotechnology & Life Sciences",287360786
"PBH","POINTSBET HOLDINGS LIMITED","2019-06-12","Consumer Services",662170530
"PBL","PARABELLUM RESOURCES LIMITED","2021-11-29","Materials",9202000
"PBP","PROBIOTEC LIMITED","2006-11-14","Pharmaceuticals, Biotechnology & Life Sciences",184604132
"PBX","PACIFIC BAUXITE NL","2007-05-25","Materials",11868376
"PCG","PENGANA CAPITAL GROUP LIMITED","2001-02-28","Diversified Financials",182064319
"PCI","PERPETUAL CREDIT INCOME TRUST","2019-05-14","Not Applic",402781913
"PCK","PAINCHEK LTD","2012-05-01","Health Care Equipment & Services",44140387
"PCL","PANCONTINENTAL ENERGY NL","1986-09-11","Energy",64388005
"PDI","PREDICTIVE DISCOVERY LIMITED","2010-12-01","Materials",274973665
"PDL","PENDAL GROUP LIMITED","2007-12-10","Diversified Financials",1900421470
"PDN","PALADIN ENERGY LTD","1994-03-29","Energy",2129111986
"PE1","PENGANA PRIVATE EQUITY TRUST","2019-04-30","Not Applic",416974299
"PEB","PACIFIC EDGE LIMITED","2021-09-27","Pharmaceuticals, Biotechnology & Life Sciences",554973449
"PEC","PERPETUAL RESOURCES LIMITED","2013-02-28","Materials",21162477
"PEK","PEAK RARE EARTHS LIMITED","2006-11-29","Materials",98490555
"PEN","PENINSULA ENERGY LIMITED","1994-05-26","Energy",169540352
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","2002-08-16","Commercial & Professional Services","N/A"
"PEX","PEEL MINING LIMITED","2007-05-17","Materials",121961252
"PF1","PATHFINDER RESOURCES LTD","2020-11-04","Materials","N/A"
"PFE","PANTERA MINERALS LIMITED","2021-08-05","Materials",9687500
"PFG","PRIME FINANCIAL GROUP LIMITED","2004-12-07","Diversified Financials",37634264
"PFP","PROPEL FUNERAL PARTNERS LIMITED","2017-11-23","Consumer Services",577689175
"PFT","PURE FOODS TASMANIA LIMITED","2005-12-19","Food, Beverage & Tobacco",16072282
"PG1","PEARL GLOBAL LIMITED","2006-11-02","Commercial & Professional Services",14322370
"PGC","PARAGON CARE LIMITED","1999-10-15","Health Care Equipment & Services",212608529
"PGD","PEREGRINE GOLD LTD","2021-03-31","Materials",23258401
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","2013-12-12","Not Applic",618366766
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","2019-09-26","Not Applic",467723154
"PGH","PACT GROUP HOLDINGS LTD","2013-12-17","Materials",729894912
"PGL","PROSPA GROUP LIMITED.","2019-06-11","Diversified Financials",130079477
"PGM","PLATINA RESOURCES LIMITED","2006-05-29","Materials",17375294
"PGO","PACGOLD LIMITED","2021-07-08","Materials",40110339
"PGY","PILOT ENERGY LIMITED","2006-04-20","Energy",10087806
"PH2","PURE HYDROGEN CORPORATION LIMITED","2013-03-12","Energy",116310186
"PHL","PROPELL HOLDINGS LIMITED","2021-04-14","Diversified Financials",6798168
"PHO","PHOSCO LTD","2009-12-17","Materials",34106040
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","2004-03-19","Not Applic",268518157
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","2014-12-18","Not Applic",462487093
"PIL","PEPPERMINT INNOVATION LIMITED","2008-05-29","Software & Services",22416425
"PIM","PINNACLE MINERALS LIMITED","2022-03-23","Materials",6183784
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","2015-04-16","Pharmaceuticals, Biotechnology & Life Sciences",100420581
"PKD","PARKD LTD","2017-12-06","Commercial & Professional Services",3607205
"PKO","PEAKO LIMITED","2009-12-02","Materials",5552174
"PL8","PLATO INCOME MAXIMISER LIMITED.","2017-05-05","Not Applic",704261528
"PLG","PEARL GULL IRON LIMITED","2021-09-20","Materials",3500975
"PLL","PIEDMONT LITHIUM INC.","1983-03-28","Materials",1304511514
"PLS","PILBARA MINERALS LIMITED","2007-09-19","Materials",8364904082
"PLT","PLENTI GROUP LIMITED","2020-09-23","Diversified Financials",118595966
"PLY","PLAYSIDE STUDIOS LIMITED","2020-12-17","Media & Entertainment",287471716
"PMC","PLATINUM CAPITAL LIMITED","1994-06-29","Not Applic",382102293
"PME","PRO MEDICUS LIMITED","2000-10-10","Health Care Equipment & Services",4243104917
"PMV","PREMIER INVESTMENTS LIMITED","1987-12-15","Retailing",3481947488
"PNC","PIONEER CREDIT LIMITED","2014-05-01","Diversified Financials",53173444
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","2007-06-19","Diversified Financials",1566548331
"PNM","PACIFIC NICKEL MINES LIMITED","2002-11-26","Materials",19260586
"PNN","PEPINNINI MINERALS LIMITED","2005-04-15","Materials",30413931
"PNR","PANTORO LIMITED","1987-05-21","Materials",425255869
"PNT","PANTHER METALS LTD","2021-12-10","Materials",12290625
"PNV","POLYNOVO LIMITED","1998-11-26","Health Care Equipment & Services",784100332
"PNX","PNX METALS LIMITED","2008-02-12","Materials",22220289
"PO3","PURIFLOH LIMITED","2010-12-30","Utilities",8353727
"POD","PODIUM MINERALS LIMITED","2018-02-28","Materials",111847757
"POL","POLYMETALS RESOURCES LTD","2021-06-29","Materials",10327200
"POS","POSEIDON NICKEL LIMITED","1993-11-29","Materials",214477167
"POW","PROTEAN ENERGY LIMITED","2006-12-21","Capital Goods",5204904
"PPC","PEET LIMITED","2004-08-05","Real Estate",507465513
"PPE","PEOPLEIN LIMITED","2017-11-22","Commercial & Professional Services",311780715
"PPG","PRO-PAC PACKAGING LIMITED","2005-04-27","Materials",72188265
"PPH","PUSHPAY HOLDINGS LIMITED","2016-10-12","Software & Services",1522833596
"PPK","PPK GROUP LIMITED","1994-12-21","Capital Goods",266974986
"PPL","PUREPROFILE LTD","2015-07-29","Media & Entertainment",55351134
"PPM","PEPPER MONEY LIMITED","2021-05-25","Banks",791397137
"PPS","PRAEMIUM LIMITED","2006-05-11","Software & Services",309763705
"PPT","PERPETUAL LIMITED","1964-06-24","Diversified Financials",1776264283
"PPY","PAPYRUS AUSTRALIA LIMITED","2005-04-15","Materials",27019679
"PR1","PURE RESOURCES LIMITED","2022-04-21","Materials",7875002
"PRL","PROVINCE RESOURCES LTD","1994-02-09","Materials",99601744
"PRM","PROMINENCE ENERGY LIMITED","1992-01-23","Energy",21821479
"PRN","PERENTI GLOBAL LIMITED","1994-01-06","Materials",472826499
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","1998-04-22","Software & Services",66231841
"PRS","PROSPECH LIMITED.","2020-12-04","Materials",3708541
"PRT","PRT COMPANY LIMITED","1984-08-30","Media & Entertainment","N/A"
"PRU","PERSEUS MINING LIMITED","2004-09-22","Materials",2589555488
